10000003;CIÒNCIAS EXATAS E DA TERRA
10100008;MATEMµTICA
10101004;ALGEBRA
10101012;CONJUNTOS
10101020;LàGICA MATEMµTICA
10101039;TEORIA DOS NéMEROS
10101047;GRUPO DE µLGEBRA NÇO-COMUTATIVA
10101055;µLGEBRA COMUTATIVA
10101063;GEOMETRIA ALGBRICA
10102000;ANµLISE
10102019;ANµLISE COMPLEXA
10102027;ANµLISE FUNCIONAL
10102035;ANµLISE FUNCIONAL NÇO-LINEAR
10102043;EQUA€åES DIFERENCIAIS ORDINµRIAS
10102051;EQUA€åES DIFERENCIAIS PARCIAIS
10102060;EQUA€åES DIFERENCIAIS FUNCIONAIS
10103007;GEOMETRIA E TOPOLOGIA
10103015;GEOMETRIA DIFERÒNCIAL
10103023;TOPOLOGIA ALGBRICA
10103031;TOPOLOGIA DAS VARIEDADES
10103040;SISTEMAS DIN¶MICOS
10103058;TEORIA DAS SINGULARIDADES E TEORIA DAS CATµSTROFES
10103066;TEORIA DAS FOLHEA€åES
10104003;MATEMµTICA APLICADA
10104011;FÖSICA MATEMµTICA
10104020;ANµLISE NUMRICA
10104038;MATEMµTICA DISCRETA E COMBINATàRIA
10200002;PROBABILIDADE E ESTATÖSTICA
10201017;TEORIA GERAL E FUNDAMENTOS DA PROBABILIDADE
10201025;TEORIA GERAL E PROCESSOS ESTOCµSTICOS
10201033;TEOREMAS DE LIMITE
10201041;PROCESSOS MARKOVIANOS
10201050;ANµLISE ESTOCµSTICA
10201068;PROCESSOS ESTOCµSTICOS ESPECIAIS
10202005;ESTATÖSTICA
10202013;FUNDAMENTOS DA ESTATÖSTICA
10202021;INFERÒNCIA PARAMTRICA
10202030;INFERÒNCIA NÇO-PARAMTRICA
10202048;INFERÒNCIA EM PROCESSOS ESTOCµSTICOS
10202056;ANµLISE MULTIVARIADA
10202064;REGRESSÇO E CORRELA€ÇO
10202072;PLANEJAMENTO DE EXPERIMENTOS
10202080;ANµLISE DE DADOS
10203001;PROBABILIDADE E ESTATÖSTICA APLICADAS
10300007;CIÒNCIA DA COMPUTA€ÇO
10301003;TEORIA DA COMPUTA€ÇO
10301011;COMPUTABILIDADE E MODELOS DE COMPUTA€ÇO
10301020;LINGUAGEM FORMAIS E AUTâMATOS
10301038;ANµLISE DE ALGORÖTMOS E COMPLEXIDADE DE COMPUTA€ÇO
10301046;LàGICAS E SEM¶NTICA DE PROGRAMAS
10302000;MATEMµTICA DA COMPUTA€ÇO
10302018;MATEMµTICA SIMBàLICA
10302026;MODELOS ANALÖTICOS E DE SIMULA€ÇO
10303006;METODOLOGIA E TCNICAS DA COMPUTA€ÇO
10303014;LINGUAGENS DE PROGRAMA€ÇO
10303022;ENGENHARIA DE SOFTWARE
10303030;BANCO DE DADOS
10303049;SISTEMAS DE INFORMA€ÇO
10303057;PROCESSAMENTO GRµFICO (GRAPHICS)
10304002;SISTEMA DE COMPUTA€ÇO
10304010;HARDWARE
10304029;ARQUITETURA DE SISTEMAS DE COMPUTA€ÇO
10304037;SOFTWARE BµSICO
10304045;TELEINFORMµTICA
10400001;ASTRONOMIA
10401008;ASTRONOMIA DE POSI€ÇO E MEC¶NICA CELESTE
10401016;ASTRONOMIA FUNDAMENTAL
10401024;ASTRONOMIA DIN¶MICA
10402004;ASTROFÖSICA ESTELAR
10403000;ASTROFÖSICA DO MEIO INTERESTELAR
10403019;MEIO INTERESTELAR
10403027;NEBULOSA
10404007;ASTROFÖSICA EXTRAGALµTICA
10404015;GALµXIAS
10404023;AGLOMERADOS DE GALµXIAS
10404031;QUASARES
10404040;COSMOLOGIA
10405003;ASTROFÖSICA DO SISTEMA SOLAR
10405011;FÖSICA SOLAR
10405020;MOVIMENTO DA TERRA
10405038;SISTEMA PLANETµRIO
10406000;INSTRUMENTA€ÇO ASTRONâMICA
10406018;ASTRONOMIA àTICA
10406026;RADIOASTRONOMIA
10406034;ASTRONOMIA ESPACIAL
10406042;PROCESSAMENTO DE DADOS ASTRONâMICOS
10500006;FÖSICA
10501002;FÖSICA GERAL
10501010;MTODOS MATEMµTICOS DA FÖSICA
10501029;"FÖSICA CLµSSICA E FÖSICA QU¶NTICA; MEC¶NICA E CAMPOS"
10501037;RELATIVIDADE E GRAVITA€ÇO
10501045;FÖSICA ESTATÖSTICA E TERMODIN¶MICA
10501053;METROLOGIA, TECN. GER. DE LAB. E SIST. DE INSTRUMENTA€ÇO
10501061;INSTRUMENTA€ÇO ESPECÖFICA DE USO GERAL EM FÖSICA
10502009;µREAS CLµSSICAS DE FENOMENOLOGIA E SUAS APLICA€åES
10502017;"ELETRICIDADE E MAGNETISMO; CAMPOS E PARTÖCULAS CARREGADAS"
10502025;àTICA
10502033;ACéSTICA
10502041;"TRANSFERÒNCIA DE CALOR; PROCESSOS TRMICOS E TERMODIN¶MICOS"
10502050;MEC¶NICA, ELASTICIDADE E REOLOGIA
10502068;DIN¶MICA DOS FLUIDOS
10503005;FÖSICA DAS PARTÖCULAS ELEMENTARES E CAMPOS
10503013;TEORIA GERAL DE PARTÖCULAS E CAMPOS
10503021;"TEOR.ESP.E MOD.DE INTERA€ÇO; SIST.DE PARTÖCULAS; R.CàSMICOS"
10503030;REA€åES ESPECÖFICAS E FENOMIOLOGIA DE PARTÖCULAS
10503048;PROPRIEDADES DE PARTÖCULAS ESPECÖFICAS E RESSON¶NCIAS
10504001;FÖSICA NUCLEAR
10504010;ESTRUTURA NUCLEAR
10504028;DESINTEGRA€ÇO NUCLEAR E RADIOATIVIDADE
10504036;REA€åES NUCLEARES E ESPALHAMENTO GERAL
10504044;REA€åES NUCLEARES E ESPALHAMENTO (REA€åES ESPECÖFICAS)
10504052;PROPRIEDADES DE NéCLEOS ESPECÖFICOS
10504060;MET.EXPER.E INSTRUMENT.PARA PART.ELEMENT.E FÖSICA NUCLEAR
10505008;FÖSICA ATâMICA E MOLECULAR
10505016;"ESTRUTURA ELETRâNICA DE µTOMOS E MOLCULAS; TEORIA"
10505024;ESPECTROS ATâMICOS E INTEGRA€ÇO DE FàTONS
10505032;ESPECTROS MOLECUL. E INTERA€åES DE FàTONS COM MOLCULAS
10505040;PROCESSOS DE COLISÇO E INTERA€åES DE µTOMOS E MOLCULAS
10505059;"INF.SOB.ATOM.E MOL.OBIT.EXPERIMENTALMENTE; INST.E TCNICAS"
10505067;ESTUDOS DE µTOMOS E MOLCULAS ESPECIAIS
10506004;FÖSICA DOS FLéIDOS, FÖSICA DE PLASMAS E DESCARGAS ELTRICAS
10506012;"CINTICA E TEOR.DE TRANSP.DE FLéIDOS; PROPRIED.FIS.DE GASES"
10506020;FÖSICA DE PLASMAS E DESCARGAS ELTRICAS
10507000;FÖSICA DA MATRIA CONDENSADA
10507019;"ESTRUTURA DE LÖQUIDOS E SàLIDOS; CRISTALOGRAFIA"
10507027;PROPRIEDADES MEC¶NICAS E ACéSTICAS DA MATRIA CONDENSADA
10507035;DIN¶MICA DA REDE E ESTATÖSTICA DE CRISTAIS
10507043;EQUA€ÇO DE ESTADO, EQUILIB. DE FASES E TRANSI€åES DE FASES
10507051;PROPRIEDADES TRMICAS DA MATRIA CONDENSADA
10507060;PROPRIEDADES DE TRANSP.DE MATRIA COND. (NÇO ELETRâNICAS)
10507078;CAMPOS QU¶NTICOS E SàLIDOS, HLIO, LÖQUIDO, SàLIDO
10507086;"SUPERFÖCIES E INTERFACES; PELÖCULAS E FILAMENTOS"
10507094;ESTADOS ELETRâNICOS
10507108;"TRANSP.ELETR.E PROPR.ELET.DE SUPERFÖCIES; INTERF.E PELÖCULAS"
10507116;"ESTRUT.ELETR.E PROPR.ELET.DE SUPERFÖCIES; INTERF.E PELÖCULAS"
10507124;SUPERCONDUTIVIDADE
10507132;MATERIAIS MAGNTICOS E PROPRIEDADES MAGNTICAS
10507140;"RESS.MAGN. REL.MAT.COND.; EFEIT.MOSBAUER; CORR.ANG.PERTUBADA"
10507159;MATERIAIS DIELTRICOS E PROPRIEDADES DIELTRICAS
10507167;"PROP.OTIC.E ESPEC.MATR.COND.; OUTRAS INTER.MAT.COM RAD.PART."
10507175;"EMISSÇO ELETRON.E IâNICA POR LIQ.E SàLIDOS; FENOM.DE IMPACTO"
10600000;QUÖMICA
10601007;QUÖMICA ORG¶NICA
10601015;ESTRUTURA, CONFORMA€ÇO E ESTEREOQUÖMICA
10601023;SÖNTESE ORG¶NICA
10601031;FÖSICO-QUÖMICA ORG¶NICA
10601040;FOTOQUÖMICA ORG¶NICA
10601058;QUÖMICA DOS PRODUTOS NATURAIS
10601066;EVOLU€ÇO, SISTEMµTICA E ECOLOGIA QUÖMICA
10601074;POLÖMEROS E COLàIDES
10602003;QUÖMICA INORG¶NICA
10602011;CAMPOS DE COORDENA€ÇO
10602020;NÇO-METAIS E SEUS COMPOSTOS
10602038;COMPOSTOS ORGANO-METµLICOS
10602046;DETERMINA€ÇO DE ESTRUTURAS DE COMPOSTOS INORG¶NICOS
10602054;FOTO-QUÖMICA INORG¶NICA
10602062;FÖSICO QUÖMICA INORG¶NICA
10602070;QUÖMICA BIO-INORG¶NICA
10603000;FÖSICO-QUÖMICA
10603018;CINTICA QUÖMICA E CATALISE
10603026;ELETROQUÖMICA
10603034;ESPECTROSCOPIA
10603042;QUÖMICA DE INTERFACES
10603050;QUÖMICA DO ESTADO CONDENSADO
10603069;QUÖMICA NéCLEAR E RADIOQUÖMICA
10603077;QUÖMICA TEàRICA
10603085;TERMODIN¶MICA QUÖMICA
10604006;QUÖMICA ANALÖTICA
10604014;SEPARA€ÇO
10604022;MTODOS àTICOS DE ANµLISE
10604030;ELETROANALÖTICA
10604049;GRAVIMETRIA
10604057;TITIMETRIA
10604065;INSTRUMENTA€ÇO ANALÖTICA
10604073;ANµLISE DE TRA€OS E QUÖMICA AMBIENTAL
10700005;GEOCIÒNCIAS
10701001;GEOLOGIA
10701010;MINERALOGIA
10701028;PETROLOGIA
10701036;GEOQUÖMICA
10701044;GEOLOGIA REGIONAL
10701052;GEOTECTâNICA
10701060;GEOCRONOLOGIA
10701079;CARTOGRAFIA GEOLàGICA
10701087;METALOGENIA
10701095;HIDROGEOLOGIA
10701109;PROSPEC€ÇO MINERAL
10701117;SEDIMENTOLOGIA
10701125;PALEONTOLOGIA ESTRATIGRµFICA
10701133;ESTRATIGRAFIA
10701141;GEOLOGIA AMBIENTAL
10702008;GEOFÖSICA
10702016;GEOMAGNETISMO
10702024;SISMOLOGIA
10702032;GEOTERMIA E FLUXO TRMICO
10702040;PROPRIEDADES FÖSICAS DAS ROCHAS
10702059;GEOFÖSICA NUCLEAR
10702067;SENSORIAMENTO REMOTO
10702075;AERONOMIA
10702083;DESENVOLVIMENTO DE INSTRUMENTA€ÇO GEOFÖSICA
10702091;GEOFÖSICA APLICADA
10702105;GRAVIMETRIA
10703004;METEOROLOGIA
10703012;METEOROLOGIA DIN¶MICA
10703020;METEOROLOGIA SINàTICA
10703039;METEOROLOGIA FÖSICA
10703047;QUÖMICA DA ATMOSFERA
10703055;INSTRUMENTA€ÇO METEOROLàGICA
10703063;CLIMATOLOGIA
10703071;MICROMETEOROLOGIA
10703080;SENSORIAMENTO REMOTO DA ATMOSFERA
10703098;METEOROLOGIA APLICADA
10704000;GEODSIA
10704019;GEODSIA FÖSICA
10704027;GEODSIA GEOMTRICA
10704035;GEODSIA CELESTE
10704043;FOTOGRAMETRIA
10704051;CARTOGRAFIA BµSICA
10705007;GEOGRAFIA FÖSICA
10705015;GEOMORFOLOGIA
10705023;CLIMATOLOGIA GEOGRµFICA
10705031;PEDOLOGIA
10705040;HIDROGEOGRAFIA
10705058;GEOECOLOGIA
10705066;FOTOGEOGRAFIA (FÖSICO-ECOLàGICA)
10705074;GEOCARTOGRAFIA
10802002;OCEANOGRAFIA FÖSICA
10802010;VARIµVEIS FÖSICAS DA µGUA DO MAR
10802029;MOVIMENTO DA µGUA DO MAR
10802037;ORIGEM DAS MASSAS DE µGUA
10802045;INTERA€ÇO DO OCEANO COM O LEITO DO MAR
10802053;INTERA€ÇO DO OCEANO COM A ATMOSFERA
10803009;OCEANOGRAFIA QUÖMICA
10803017;PROPRIEDADES QUÖMICAS DA µGUA DO MAR
10803025;INTER.QUÖM.-BIOL./GEOL.DAS SUBST. QUIM.DA µGUA DO MAR
10804005;OCEANOGRAFIA GEOLàGICA
10804013;GEOMORFOLOGIA SUBMARINA
10804021;SEDIMENTOLOGIA MARINHA
10804030;GEOFÖSICA MARINHA
10804048;GEOQUÖMICA MARINHA
20000006;CIÒNCIAS BIOLàGICAS
20100000;BIOLOGIA GERAL
20200005;GENTICA
20201001;GENTICA QUANTITATIVA
20202008;GENTICA MOLECULAR E DE MICROORGANISMOS
20203004;GENTICA VEGETAL
20204000;GENTICA ANIMAL
20205007;GENTICA HUMANA E MDICA
20206003;MUTAGENESE
20600003;MORFOLOGIA
20601000;CITOLOGIA E BIOLOGIA CELULAR
20602006;EMBRIOLOGIA
20603002;HISTOLOGIA
20604009;ANATOMIA
20604017;ANATOMIA HUMANA
20604025;ANATOMIA ANIMAL
20700008;FISIOLOGIA
20701004;FISIOLOGIA GERAL
20702000;FISIOLOGIA DOS àRGÇOS E SISTEMAS
20702019;NEUROFISIOLOGIA
20702027;FISIOLOGIA CARDIOVASCULAR
20702035;FISIOLOGIA DA RESPIRA€ÇO
20702043;FISIOLOGIA RENAL
20702051;FISIOLOGIA ENDàCRINA
20702060;FISIOLOGIA DA DIGESTÇO
20702078;CINESIOLOGIA
20703007;FISIOLOGIA DO ESFOR€O
20704003;FISIOLOGIA COMPARADA
20800002;BIOQUÖMICA
20801009;QUÖMICA DE MACROMOLCULAS
20801017;PROTEÖNAS
20801025;LIPÖDEOS
20801033;GLICÖDEOS
20802005;BIOQUÖMICA DOS MICROORGANISMOS
20803001;METABOLISMO E BIOENERGTICA
20804008;BIOLOGIA MOLECULAR
20805004;ENZIMOLOGIA
20900007;BIOFÖSICA
20901003;BIOFÖSICA MOLECULAR
20902000;BIOFÖSICA CELULAR
20903006;BIOFÖSICA DE PROCESSOS E SISTEMAS
20904002;RADIOLOGIA E FOTOBIOLOGIA
21000000;FARMACOLOGIA
21001006;FARMACOLOGIA GERAL
21001014;FARMACOCINTICA
21001022;BIODISPONIBILIDADE
21002002;FARMACOLOGIA AUTONâMICA
21003009;NEUROPSICOFARMACOLOGIA
21004005;FARMACOLOGIA CARDIORENAL
21005001;FARMACOLOGIA BIOQUIMICA E MOLECULAR
21006008;ETNOFARMACOLOGIA
21007004;TOXICOLOGIA
21008000;FARMACOLOGIA CLÖNICA
21100004;IMUNOLOGIA
21101000;IMUNOQUÖMICA
21102007;IMUNOLOGIA CELULAR
21103003;IMUNOGENTICA
21104000;IMUNOLOGIA APLICADA
21200009;MICROBIOLOGIA
21201005;BIOLOGIA E FISIOLOGIA DOS MICROORGANISMOS
21201013;VIROLOGIA
21201021;BACTERIOLOGIA
21201030;MICOLOGIA
21202001;MICROBIOLOGIA APLICADA
21202010;MICROBIOLOGIA MDICA
21202028;MICROBIOLOGIA INDUSTRIAL E DE FERMENTA€ÇO
21300003;PARASITOLOGIA
21301000;PROTOZOOLOGIA DE PARASITOS
21301018;PROTOZOOLOGIA PARASITµRIA HUMANA
21301026;PROTOZOOLOGIA PARASITµRIA ANIMAL
21302006;HELMINTOLOGIA DE PARASITOS
21302014;HELMINTOLOGIA HUMANA
21302022;HELMINTOLOGIA ANIMAL
21303002;ENTOMOLOGIA E MALACOLOGIA DE PARASITOS E VETORES
20500009;ECOLOGIA
20501005;ECOLOGIA TEàRICA
20502001;ECOLOGIA DE ECOSSISTEMAS
20503008;ECOLOGIA APLICADA
10800000;OCEANOGRAFIA
10801006;OCEANOGRAFIA BIOLàGICA
10801014;INTER.ENTRE OS ORGAN.MARINHOS E OS PAR¶METROS AMBIENTAIS
20300000;BOT¶NICA
20301006;PALEOBOT¶NICA
20302002;MORFOLOGIA VEGETAL
20302010;MORFOLOGIA EXTERNA
20302029;CITOLOGIA VEGETAL
20302037;ANATOMIA VEGETAL
20302045;PALINOLOGIA
20303009;FISIOLOGIA VEGETAL
20303017;NUTRI€ÇO E CRESCIMENTO VEGETAL
20303025;REPRODU€ÇO VEGETAL
20303033;ECOFISIOLOGIA VEGETAL
20304005;TAXONOMIA VEGETAL
20304013;TAXONOMIA DE CRIPTàGAMOS
20304021;TAXONOMIA DE FANEROGAMOS
20305001;FITOGEOGRAFIA
20306008;BOT¶NICA APLICADA
20400004;ZOOLOGIA
20401000;PALEOZOOLOGIA
20402007;MORFOLOGIA DOS GRUPOS RECENTES
20403003;FISIOLOGIA DOS GRUPOS RECENTES
20404000;COMPORTAMENTO ANIMAL
20405006;TAXONOMIA DOS GRUPOS RECENTES
20406002;ZOOLOGIA APLICADA
20406010;CONSERVA€ÇO DAS ESPCIES ANIMAIS
20406029;UTILIZA€ÇO DOS ANIMAIS
20406037;CONTROLE POPULACIONAL DE ANIMAIS
30000009;ENGENHARIAS
30100003;ENGENHARIA CIVIL
30101000;CONSTRU€ÇO CIVIL
30101018;MATERIAIS E COMPONENTES DE CONSTRU€ÇO
30101026;PROCESSOS CONSTRUTIVOS
30101034;INSTALA€åES PREDIAIS
30102006;ESTRUTURAS
30102014;ESTRUTURAS DE CONCRETO
30102022;ESTRUTURAS DE MADEIRAS
30102030;ESTRUTURAS METµLICAS
30102049;MEC¶NICA DAS ESTRUTURAS
30103002;GEOTCNICA
30103010;FUNDA€åES E ESCAVA€åES
30103029;MEC¶NICAS DAS ROCHAS
30103037;MEC¶NICA DOS SOLOS
30103045;OBRAS DE TERRA E ENROCAMENTO
30103053;PAVIMENTOS
30104009;ENGENHARIA HIDRµULICA
30104017;HIDRµULICA
30104025;HIDROLOGIA
30105005;INFRA-ESTRUTURA DE TRANSPORTES
30105013;"AEROPORTOS; PROJETO E CONSTRU€ÇO"
30105021;"FERROVIAS; PROJETOS E CONSTRU€ÇO"
30105030;"PORTOS E VIAS NAVEGµVEIS; PROJETO E CONSTRU€ÇO"
30105048;"RODOVIAS; PROJETO E CONSTRU€ÇO"
30700000;ENGENHARIA SANITµRIA
30701007;RECURSOS HÖDRICOS
30701015;PLANEJAMENTO INTEGRADO DOS RECURSOS HÖDRICOS
30701023;TECNOLOGIA E PROBLEMAS SANITµRIOS DE IRRIGA€ÇO
30701031;µGUAS SUBTERR¶NEAS E PO€OS PROFUNDOS
30701040;CONTROLE DE ENCHENTES E DE BARRAGENS
30701058;SEDIMENTOLOGIA
30702003;TRATAMENTO DE µGUAS DE ABASTECIMENTO E RESIDUµRIAS
30702011;QUÖMICA SANITµRIA
30702020;PROCESSOS SIMPLIFICADOS DE TRATAMENTO DE µGUAS
30702038;TCNICAS CONVENCIONAIS DE TRATAMENTO DE µGUAS
30702046;TCNICAS AVAN€ADAS DE TRATAMENTO DE µGUAS
30702054;ESTUDOS E CARACTERIZA€ÇO DE EFLUENTES INDUSTRIAIS
30702062;LAY OUT DE PROCESSOS INDUSTRIAIS
30702070;RESÖDUOS RADIOATIVOS
30702078;TCNICAS CONVENCIONAIS DE TRATAMENTO DE µGUAS
30703000;SANEAMENTO BµSICO
30703018;TCNICAS DE ABASTECIMENTO DA µGUA
30703026;DRENAGEM DE µGUAS RESIDUµRIAS
30703034;DRENAGEM URBANA DE µGUAS PLUVIAIS
30703042;RESÖDUOS SàLIDOS, DOMSTICOS E INDUSTRIAIS
30703050;LIMPEZA PéBLICA
30703069;INSTALA€åES HIDRµULICO-SANITµRIAS
30704006;SANEAMENTO AMBIENTAL
30704014;ECOLOGIA APLICADA · ENGENHARIA SANITµRIA
30704022;MICROBIOLOGIA APLICADA E ENGENHARIA SANITµRIA
30704030;PARASITOLOGIA APLICADA · ENGENHARIA SANITµRIA
30704049;QUALIDADE DO AR, DAS µGUAS E DO SOLO
30704057;CONTROLE DA POLUI€ÇO
30704065;LEGISLA€ÇO AMBIENTAL
31000002;ENGENHARIA DE TRANSPORTES
31001009;PLANEJAMENTO DE TRANSPORTES
31001017;PLANEJAMENTO E ORGANIZA€ÇO DO SISTEMA DE TRANSPORTE
31001025;ECONOMIA DOS TRANSPORTES
31002005;VEÖCULOS E EQUIPAMENTOS DE CONTROLE
31002013;VIAS DE TRANSPORTE
31002021;VEÖCULOS DE TRANSPORTES
31002030;ESTA€ÇO DE TRANSPORTE
